Gender,Race,Residence,Income,School Type,Hooks,Major,Rank%,SAT,ACT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections
F,WHITE,GA,High,PUBLIC,LGBT,MEDIA STUDIES,22,1200,-1,3.5,2.5,"['*COLUMBIA', '*FORDHAM']",['*UMICH'],"['*NYU', '*BOSTON UNIVERSITY']"
M,ASIAN,PA,Low,-1,NONE,CS,-1,1590,15,5,2.5,"['*UCSD', '*NYU', '*UPENN', '*NORTHEASTERN']","['*CMU', '*UMICH', '*UIUC']","['*UCLA', '*CORNELL', '*BERKELEY', '*USC']"
F,ASIAN,CO,Low,PUBLIC,OTHER,CS,-1,1580,-1,2,4.5,[],[],"['*BOSTON UNIVERSITY', '*NORTHEASTERN']"
F,WHITE,CA,Low,PUBLIC,NONE,CS,-1,1540,-1,6.5,6.2,"['*UCSD', '*POMONA', '*UCSB', '*UCD', '*UCSC', '*UCR', '*UIUC', '*San Jose State University', '*ARIZONA STATE', '*UCM']","['*UCSD', '*UCI']","['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*BERKELEY', '*UCSB', '*UCD']"
M,WHITE,FL,Low,PUBLIC,OTHER,BUSINESS,2,1450,-1,5.5,6.3,[],"['*EMORY', '*WASHU']","['*NORTHWESTERN', '*CORNELL', '*DUKE', '*VANDERBILT']"
F,WHITE,OTHER,Middle,PUBLIC,OTHER,HEALTH SCIENCES,-1,-1,-1,1,4.7,['*UVA'],[],['*TULANE']
F,WHITE,CA,Low,-1,NONE,BIO,11,1510,15,7,5.0,"['*UCLA', '*BERKELEY', '*DUKE', '*EMORY', '*UCD']","['*UCSD', '*UCSB', '*UVA']","['*NORTHWESTERN', '*DUKE', '*RICE', '*VANDERBILT', '*NYU', '*UMICH', '*WASHU', '*TUFTS', '*UCI']"
M,ASIAN,IN,High,PRIVATE,LEGACY,CS,10,1470,-1,7.5,6.5,"['*RICE', '*UPENN']",[],"['*NORTHWESTERN', '*CORNELL', '*MIT', '*SWARTHMORE', '*VANDERBILT', '*UMICH', '*UIUC', '*NORTHEASTERN', '*TUFTS']"
F,ASIAN,TX,Low,PUBLIC,FIRST-GEN,HISTORY,1,-1,-1,6.5,3.7,['*UT-AUSTIN'],"['*POMONA', '*VANDERBILT', '*UCHICAGO']","['*YALE', '*DARTMOUTH', '*RICE', '*TUFTS']"
F,WHITE,OR,High,PUBLIC,OTHER,UNDECIDED,-1,-1,-1,3,6.5,[],[],['*MIT']
NB,WHITE,IN,Low,PUBLIC,OTHER,SOCIAL SCIENCES,6,1460,32,6.5,7.2,['*MIT'],[],"['*DARTMOUTH', '*COLGATE']"
F,WHITE,PA,Low,PUBLIC,OTHER,ENG,7,1410,33,7.5,4.5,[],"['*UMICH', '*EMORY', '*TULANE']","['*DUKE', '*CMU', '*RICE', '*UNC CHAPEL HILL']"
T,WHITE,MI,Low,PUBLIC,LGBT,ENG,1,-1,34,5,5.5,[],"['*UMICH', '*UCHICAGO']","['*YALE', '*COLUMBIA', '*GEORGIA TECH', '*BOSTON UNIVERSITY', '*TUFTS']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,-1,1500,-1,6.5,7.8,"['*PURDUE', '*UCSB', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*San Jose State University', '*UVA']","['*UCLA', '*GEORGIA TECH', '*UMICH', '*NORTHEASTERN', '*UCI']","['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*DARTMOUTH', '*CMU', '*RICE', '*UPENN']"
M,ASIAN,NY,Low,PUBLIC,FIRST-GEN,CS,-1,1430,-1,6,8.1,['*UMICH'],"['*NORTHWESTERN', '*UCSD', '*UCD']","['*UCLA', '*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*MIT', '*GEORGIA TECH', '*CMU', '*VANDERBILT', '*EMORY', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS', '*UCHICAGO']"
M,WHITE,CO,Low,-1,NONE,CS,5,1540,-1,6.5,6.5,[],[],"['*HARVARD', '*YALE', '*COLUMBIA', '*DUKE', '*PRINCETON', '*RICE', '*UPENN']"
T,WHITE,CA,Low,PUBLIC,NONE,-1,-1,-1,-1,5.5,7.2,"['*BERKELEY', '*UCI']","['*CORNELL', '*UCSD', '*UCSB']","['*UCLA', '*HARVARD', '*BROWN', '*BERKELEY', '*PRINCETON', '*MIT', '*CALTECH', '*USC', '*UCI']"
M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,2,-1,-1,8.5,7.5,"['*UCLA', '*BERKELEY', '*UCSD', '*NYU', '*USC', '*UCSB', '*UCR', '*WASHU', '*FORDHAM', '*UCI']","['*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*NORTHEASTERN']","['*HARVARD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*DARTMOUTH', '*UPENN']"
F,ASIAN,MI,High,PUBLIC,NONE,SOCIAL SCIENCES,-1,-1,34,2,3.7,['*UW MADISON'],[],"['*CORNELL', '*WASHU', '*NORTHEASTERN', '*TUFTS']"
F,WHITE,CA,Low,-1,NONE,ENVIRONMENTAL STUDIES,65,-1,34,"{'extracurriculars': {'1. environmental research at a uc': 6, '2. science events at school': 2, '3. environmental science website': 2, '4. science fair': 4, '5. environmental science club president': 4, '6. engineering / architecture related activities': 2, '7. national science honor society': 3, '8. national honor society': 1, '9. feminist club secretary': 1, '10. physics club member': 1}, 'awards': {'1. science award': 4, '2. national ap scholar': 5, '3. honor society': 1, '4. honor society ll': 1, '5. smaller science award': 2}}",5.6,"['*PRINCETON', '*DARTMOUTH', '*UCD']","['*BROWN', '*BERKELEY', '*NYU']","['*UCLA', '*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*CALTECH', '*UPENN', '*NORTHEASTERN']"
F,WHITE,OH,High,PUBLIC,NONE,BIO,10,-1,35,5.5,4.5,"['*UMICH', '*UVA']","['*NORTHWESTERN', '*DUKE', '*VANDERBILT']",['*STANFORD']
F,ASIAN,CA,Low,-1,NONE,CS,-1,1530,15,6.5,3.75,"['*UCLA', '*UCSD', '*UIUC']","['*GEORGIA TECH', '*CMU', '*UCD', '*UCI']","['*MIT', '*CALTECH', '*NYU']"
M,ASIAN,IN,Low,PRIVATE,NONE,-1,5,1550,35,7.5,8.3,"['*UMICH', '*BOSTON COLLEGE', '*FORDHAM']","['*UPENN', '*WASHU']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*VANDERBILT']"
M,ASIAN,WA,High,PUBLIC,NONE,ENG,10,-1,35,3.5,3.7,"['*UCSD', '*USC']","['*UCLA', '*GEORGIA TECH', '*JOHNS HOPKINS', '*RICE', '*VANDERBILT', '*UMICH', '*CASE WESTERN', '*UVA']","['*HARVARD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UPENN', '*NORTHEASTERN']"
M,WHITE,CA,Low,PUBLIC,LEGACY,ENG,-1,1550,-1,7.5,6.8,"['*UCLA', '*BERKELEY', '*UCSD', '*NORTHEASTERN']","['*HARVARD', '*CORNELL', '*UMICH', '*UCSB', '*UCI']","['*STANFORD', '*COLUMBIA', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*UPENN']"
F,WHITE,CA,High,PUBLIC,NONE,ENG,9,1560,-1,6.5,2.5,['*ARIZONA STATE'],"['*CORNELL', '*UCI']","['*BERKELEY', '*MIT', '*CALTECH']"
F,ASIAN,CA,Low,PUBLIC,LEGACY,CS,-1,-1,36,6.5,6.5,"['*UCLA', '*BERKELEY', '*UCSD', '*CMU', '*PURDUE', '*UCSB', '*UCD', '*UCSC', '*UIUC']","['*GEORGIA TECH', '*UMICH', '*NORTHEASTERN', '*UCI']","['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*UPENN']"
F,WHITE,-1,High,PUBLIC,LEGACY,POLISCI,7,1540,-1,6.5,6.5,"['*SWARTHMORE', '*UNC CHAPEL HILL']",['*HARVARD'],"['*BROWN', '*PRINCETON', '*SWARTHMORE', '*UPENN']"
F,ASIAN,IN,Low,PRIVATE,LEGACY,POLISCI,10,1480,-1,6.5,1.5,"['*UCSD', '*UCD']","['*UCLA', '*UMICH', '*BOSTON UNIVERSITY', '*UCI']","['*YALE', '*CORNELL', '*BERKELEY', '*NYU', '*USC', '*UCSB']"
F,ASIAN,OH,Low,PUBLIC,FIRST-GEN,NEUROSCIENCE,2,-1,34,5,2.5,[],"['*NORTHWESTERN', '*EMORY', '*CASE WESTERN', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*JOHNS HOPKINS', '*RICE', '*UPENN']"
F,WHITE,CO,Low,PUBLIC,NONE,MEDIA STUDIES,50,-1,33,6.5,4.5,['*UCI'],"['*NYU', '*FORDHAM']","['*NYU', '*BOSTON UNIVERSITY', '*FORDHAM']"
M,WHITE,OTHER,Low,PUBLIC,NONE,HUMANITIES,-1,1540,35,5.5,6.1,"['*RICE', '*UIUC', '*BOSTON COLLEGE', '*ARIZONA STATE']",['*EMORY'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*RICE']"
F,ASIAN,IL,Low,PUBLIC,NONE,BIO,-1,1440,34,5.5,6.5,"['*CORNELL', '*PURDUE', '*UMICH', '*USC', '*UIUC']",['*EMORY'],"['*NYU', '*WASHU', '*NORTHEASTERN']"
F,WHITE,OH,Low,PUBLIC,OTHER,ENVIRONMENTAL STUDIES,-1,-1,32,6.5,4.2,['*TULANE'],['*EMORY'],"['*COLUMBIA', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT']"
F,ASIAN,NY,Low,PUBLIC,FIRST-GEN,HEALTH SCIENCES,-1,1520,-1,6,4.5,['*UMICH'],['*BOSTON COLLEGE'],"['*CORNELL', '*JOHNS HOPKINS', '*EMORY', '*CASE WESTERN', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE', '*TUFTS']"
F,ASIAN,CO,Low,PUBLIC,NONE,-1,-1,1550,36,6.5,4.5,"['*UCLA', '*CORNELL', '*NYU', '*UPENN', '*UIUC']","['*JOHNS HOPKINS', '*RICE', '*UMICH', '*UCHICAGO']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON']"
M,ARAB,CA,Low,PRIVATE,LEGACY,CS,-1,-1,35,7.5,3.7,"['*San Jose State University', '*ARIZONA STATE', '*UCM']",[],"['*PURDUE', '*UCR', '*UIUC', '*UW MADISON', '*UCI']"
F,HISPANIC,FL,Low,PUBLIC,URM,CS,2,1540,35,5.5,8.7,"['*GEORGIA TECH', '*JOHNS HOPKINS']","['*COLUMBIA', '*CORNELL', '*DUKE']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*PRINCETON', '*CALTECH', '*GEORGIA TECH', '*DARTMOUTH', '*CMU']"
M,HISPANIC,TN,High,PUBLIC,MISSING,PREMED,-1,1480,34,6.5,6.8,"['*BERKELEY', '*CMU', '*UMICH', '*EMORY', '*CASE WESTERN', '*WASHU']","['*UCLA', '*CORNELL', '*DUKE', '*WILLIAMS', '*VANDERBILT', '*UVA']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*JOHNS HOPKINS', '*SWARTHMORE', '*RICE', '*UPENN']"
M,BLACK,OTHER,Middle,-1,URM,CS,3,1510,-1,7.5,2.5,"['*YALE', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*CALTECH', '*SWARTHMORE', '*RICE', '*POMONA', '*WILLIAMS', '*NYU', '*UPENN', '*EMORY', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*UCHICAGO', '*CLAREMONT MCKENNA']",['*HARVARD'],['*STANFORD']
F,WHITE,OR,Low,PUBLIC,NONE,ENG,1,1450,-1,6.5,4.5,['*UPENN'],['*TUFTS'],"['*HARVARD', '*UPENN', '*TUFTS']"
M,BLACK,CA,Low,PUBLIC,URM,CS,1,1490,-1,8.5,4.5,"['*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN', '*UMICH']","['*HARVARD', '*YALE', '*CMU', '*UCHICAGO']","['*STANFORD', '*MIT', '*UNC CHAPEL HILL']"
F,HISPANIC,GA,Low,SMALL,FIRST-GEN,NEUROSCIENCE,3,1330,-1,6.5,4.2,"['*NYU', '*EMORY', '*FORDHAM']","['*COLUMBIA', '*DUKE', '*COLGATE']","['*HARVARD', '*YALE', '*NORTHEASTERN']"
F,BLACK,MA,Low,PUBLIC,URM,BIO,-1,-1,-1,7.5,7.5,"['*NORTHWESTERN', '*CORNELL', '*DUKE', '*UMICH', '*EMORY', '*TULANE']",['*COLUMBIA'],"['*HARVARD', '*NORTHEASTERN']"
F,ASIAN,IL,High,PUBLIC,NONE,ENG,5,1560,-1,6.5,3.5,"['*PURDUE', '*UIUC']","['*CORNELL', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']","['*UCLA', '*NORTHWESTERN', '*BERKELEY', '*MIT', '*UPENN', '*UIUC']"
M,ASIAN,MA,High,PRIVATE,NONE,ENG,-1,1540,-1,3.5,4.5,"['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*BROWN', '*CORNELL', '*UMICH']","['*YALE', '*MIT', '*CMU']"
F,ASIAN,CO,Low,PUBLIC,NONE,BIO,-1,1530,34,6.5,4.5,"['*COLUMBIA', '*USC']",['*RICE'],"['*YALE', '*CORNELL']"
F,ASIAN,MI,Low,PUBLIC,NONE,CS,-1,1550,-1,6.5,7.3,['*UT-DALLAS'],"['*NYU', '*WASHU', '*UVA']","['*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*SWARTHMORE', '*CMU', '*TUFTS']"
F,ASIAN,IN,Low,PUBLIC,NONE,ENG,-1,1540,36,6.5,6.5,"['*PURDUE', '*UIUC', '*RUTGERS', '*UNC CHAPEL HILL']",['*VANDERBILT'],"['*BROWN', '*NORTHWESTERN', '*BOSTON UNIVERSITY', '*WASHU']"
M,ASIAN,CA,Low,-1,LEGACY,ENG,-1,1590,15,5.5,1.5,"['*UCSD', '*POMONA', '*UCD', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*UVA', '*UCM']","['*CORNELL', '*PURDUE', '*UMICH', '*UCI']","['*UCLA', '*COLUMBIA', '*GEORGIA TECH', '*UPENN']"
M,WHITE,CO,MISSING,PUBLIC,NONE,CHEMISTRY,-1,1540,-1,7.5,7.5,"['*VANDERBILT', '*UVA']",[],"['*DUKE', '*DARTMOUTH', '*EMORY']"
F,BLACK,CO,High,PUBLIC,URM,INTERNATIONAL RELATIONS,10,-1,31,6.5,2.5,"['*COLUMBIA', '*JOHNS HOPKINS', '*EMORY', '*FORDHAM', '*NORTHEASTERN', '*UCHICAGO', '*CLAREMONT MCKENNA']",[],[]
M,ASIAN,OTHER,High,PRIVATE,LEGACY,CS,-1,-1,34,6.5,4.0,['*NORTHEASTERN'],['*DARTMOUTH'],"['*COLUMBIA', '*BERKELEY', '*DARTMOUTH', '*NYU', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TUFTS']"
F,WHITE,NY,Low,PRIVATE,LEGACY,ENG,-1,1530,31,3,7.5,"['*CORNELL', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY']","['*BROWN', '*WILLIAMS']","['*YALE', '*POMONA', '*CASE WESTERN', '*NORTHEASTERN', '*COLGATE']"
F,ASIAN,USA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,40,1480,-1,3,4.5,"['*CORNELL', '*USC']","['*COLUMBIA', '*UPENN', '*BOSTON UNIVERSITY']","['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*RICE', '*UPENN', '*WASHU']"
T,ASIAN,GA,High,PUBLIC,URM,PREMED,5,1580,-1,7.5,8.5,"['*HARVARD', '*BROWN', '*STANFORD', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*UPENN', '*EMORY', '*NORTHEASTERN', '*UCHICAGO']","['*PRINCETON', '*MIT']","['*HARVARD', '*JOHNS HOPKINS', '*UCHICAGO']"
M,WHITE,CA,Low,-1,OTHER,ENG,-1,1480,14,6.5,6.5,"['*PURDUE', '*San Jose State University', '*NORTHEASTERN', '*UCI']","['*UCLA', '*CMU', '*NYU', '*UMICH', '*UIUC']","['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*CALTECH', '*GEORGIA TECH']"
F,ASIAN,IN,Low,-1,FIRST-GEN,CS,2,1590,-1,8.5,3.5,"['*CORNELL', '*DARTMOUTH', '*RICE', '*WILLIAMS']","['*COLUMBIA', '*UPENN']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*DUKE']"
M,ASIAN,OR,Low,PUBLIC,NONE,BIO,-1,1590,-1,8.5,8.5,"['*UCLA', '*BERKELEY', '*PRINCETON', '*UMICH', '*WASHU', '*RUTGERS', '*UNC CHAPEL HILL']","['*BROWN', '*DUKE', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*UCHICAGO']"
M,WHITE,OR,Low,-1,NONE,CS,-1,1560,15,2.5,4.5,['*USC'],[],"['*HARVARD', '*YALE', '*PRINCETON']"
M,ASIAN,UT,Low,-1,NONE,DESIGN,-1,1490,-1,8.5,3.7,[],['*COLUMBIA'],"['*UCLA', '*BROWN', '*STANFORD', '*CORNELL', '*BERKELEY', '*UPENN', '*UMICH', '*UCHICAGO']"
NB,ASIAN,CO,Low,PUBLIC,FIRST-GEN,CS,10,1320,-1,5.5,8.5,"['*RUTGERS', '*VIRGINIA TECH', '*UVA']","['*PURDUE', '*UPENN']","['*PURDUE', '*BOSTON UNIVERSITY', '*NORTHEASTERN']"
F,WHITE,IL,Low,PRIVATE,NONE,POLISCI,4,-1,34,8.5,7.5,"['*EMORY', '*UIUC', '*UVA']","['*NORTHWESTERN', '*DUKE', '*PRINCETON', '*RICE', '*EMORY']",[]
M,ASIAN,UT,Low,INTERNATIONAL,NONE,CS,-1,1560,34,7.5,6.5,['*CORNELL'],"['*UCLA', '*CORNELL', '*BERKELEY', '*UCHICAGO']","['*YALE', '*STANFORD', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*UPENN']"
M,ASIAN,CA,Low,-1,URM,BIO,-1,-1,-1,7.5,1.0,"['*UCLA', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*JOHNS HOPKINS', '*UCHICAGO']",['*HARVARD'],['*STANFORD']
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,-1,-1,-1,6.5,6.5,"['*BERKELEY', '*UCSD', '*USC', '*UCI']",[],"['*UCLA', '*STANFORD']"
F,WHITE,NY,Low,PUBLIC,LEGACY,HISTORY,-1,1330,-1,3.5,6.5,['*BOSTON UNIVERSITY'],[],['*NYU']
T,ASIAN,NE,Low,PUBLIC,NONE,CS,5,1480,-1,6.5,7.5,"['*UCLA', '*BERKELEY', '*UCSD', '*CMU', '*RICE', '*UCSB', '*UCSC']","['*HARVARD', '*SWARTHMORE', '*UCI']","['*COLUMBIA', '*PRINCETON', '*MIT']"
F,ASIAN,TX,Low,PUBLIC,OTHER,CS,1,1520,-1,6.5,4.5,"['*HARVARD', '*STANFORD', '*MIT', '*RICE', '*UT-AUSTIN']","['*COLUMBIA', '*CASE WESTERN', '*NORTHEASTERN']","['*YALE', '*MIT']"
F,WHITE,PA,Low,PUBLIC,NONE,POLISCI,2,-1,34,3.5,4.5,"['*CORNELL', '*UT-AUSTIN']","['*SWARTHMORE', '*POMONA', '*WILLIAMS', '*CLAREMONT MCKENNA']","['*HARVARD', '*NORTHWESTERN', '*RICE', '*WASHU', '*UCHICAGO']"
F,WHITE,USA,Middle,PUBLIC,NONE,CS,1,1590,36,9.5,8.5,[],"['*UMICH', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*VANDERBILT', '*UPENN', '*EMORY', '*BOSTON UNIVERSITY', '*COLGATE']"
M,NATIVE,MA,Low,PRIVATE,MISSING,CS,40,1240,-1,"{'extracurriculars/activities': {'track & field (varsity athlete)': 8, 'key club (treasurer of club)': 6, 'national honor society (student director)': 6, 'minority support club (co-founder & lead organizer)': 7, 'rwanda mission trip (volunteer)': 5, 'yearbook/broadcast team (member)': 5, 'ping pong club (member)': 2}, 'awards/honors': {'president service award (silver)': 5, 'usaco bronze (2020-2021)': 6, 'track & field school record (100m)': 4, 'broadcaster of the year (2021)': 5}}",7.8,"['*YALE', '*CORNELL', '*DARTMOUTH', '*CMU', '*UIUC']","['*BERKELEY', '*PRINCETON', '*MIT', '*UMICH']","['*UCLA', '*YALE', '*COLUMBIA', '*CALTECH', '*UT-AUSTIN']"
F,WHITE,MI,High,PUBLIC,OTHER,POLISCI,-1,1490,-1,8.5,6.5,"['*NORTHWESTERN', '*UCSD', '*BOSTON COLLEGE', '*FORDHAM', '*NORTHEASTERN']","['*COLUMBIA', '*BERKELEY', '*UPENN', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*BROWN', '*PRINCETON', '*NYU']"
M,ASIAN,CA,OTHER,-1,NONE,CS,-1,-1,34,8.5,1.5,"['*UMICH', '*UCSB']","['*UCLA', '*UCSD', '*UCD']","['*UCLA', '*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*NYU', '*UPENN', '*UCI']"
M,WHITE,MA,MISSING,-1,NONE,CS,27,1550,36,0,4.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UPENN']"
F,ASIAN,GA,High,PUBLIC,NONE,ENG,10,1580,-1,6.5,3.7,['*UPENN'],"['*DUKE', '*CMU', '*NORTHEASTERN']","['*STANFORD', '*NORTHWESTERN', '*PRINCETON', '*MIT']"
M,ASIAN,TX,Low,PUBLIC,NONE,BIO,1,1570,-1,7.5,7.7,"['*RICE', '*UT-AUSTIN', '*TAMU']",['*WASHU'],"['*HARVARD', '*STANFORD', '*RICE', '*UCHICAGO']"
M,WHITE,MA,Low,-1,NONE,ENVIRONMENTAL STUDIES,-1,1500,15,6.5,6.5,"['*WILLIAMS', '*BOSTON UNIVERSITY', '*FORDHAM', '*NORTHEASTERN']",[],"['*BROWN', '*STANFORD']"
M,WHITE,IN,Low,-1,NONE,HUMANITIES,-1,1450,14,3.5,9.5,[],"['*VIRGINIA TECH', '*UVA']","['*STANFORD', '*COLUMBIA', '*NYU', '*USC']"
F,WHITE,NY,Low,PUBLIC,MISSING,NEUROSCIENCE,-1,-1,34,5.5,7.5,"['*CORNELL', '*NORTHEASTERN']",['*BOSTON UNIVERSITY'],['*BROWN']
M,NATIVE,CO,Low,PUBLIC,FIRST-GEN,BIO,-1,1430,-1,8.5,6.5,"['*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DARTMOUTH', '*CASE WESTERN']",['*UCHICAGO'],['*MIT']
M,ASIAN,OTHER,Low,PUBLIC,NONE,ENG,-1,1520,35,7.5,4.2,"['*GEORGIA TECH', '*USC', '*WASHU', '*UVA']","['*UCLA', '*HARVARD', '*BROWN', '*COLUMBIA', '*DUKE', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN', '*UMICH']","['*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*PRINCETON']"
F,ASIAN,NE,High,PUBLIC,LEGACY,ENVIRONMENTAL STUDIES,3,1470,14,5,8.1,['*RUTGERS'],['*WILLIAMS'],"['*YALE', '*BROWN']"
M,BLACK,NY,Low,PRIVATE,NONE,BIO,-1,1410,-1,3.5,2.5,"['*CORNELL', '*DUKE', '*JOHNS HOPKINS', '*EMORY', '*CASE WESTERN', '*USC', '*BOSTON UNIVERSITY', '*FORDHAM', '*TUFTS', '*CLAREMONT MCKENNA']",['*NYU'],['*NORTHEASTERN']
M,WHITE,CA,Low,PUBLIC,URM,ENG,-1,-1,-1,4.5,5.5,"['*BERKELEY', '*UCSD', '*CMU', '*POMONA', '*CASE WESTERN', '*UCSB', '*HARVEY MUDD']",['*VANDERBILT'],"['*UCLA', '*STANFORD', '*NORTHWESTERN', '*DARTMOUTH', '*TUFTS']"
M,WHITE,FL,High,PUBLIC,LEGACY,CS,2,1520,34,7.5,6.8,[],"['*DUKE', '*UCHICAGO', '*UVA']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*PRINCETON']"
F,WHITE,OR,OTHER,PUBLIC,LEGACY,CS,-1,1510,-1,6.5,0.0,['*NORTHEASTERN'],[],"['*YALE', '*BROWN', '*STANFORD', '*SWARTHMORE', '*UPENN']"
T,WHITE,PA,Low,PUBLIC,FIRST-GEN,CS,1,1550,-1,5,4.5,"['*STANFORD', '*UPENN', '*NORTHEASTERN']","['*UCLA', '*HARVEY MUDD']","['*HARVARD', '*BROWN', '*COLUMBIA', '*CMU', '*BOSTON UNIVERSITY']"
F,BLACK,GA,Middle,PUBLIC,URM,CS,1,1500,-1,7.5,4.5,"['*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*USC', '*UCHICAGO', '*UNC CHAPEL HILL']",[],"['*HARVARD', '*YALE', '*MIT']"
M,ASIAN,CA,Low,PUBLIC,NONE,CHEMISTRY,2,-1,-1,5.5,8.3,"['*PURDUE', '*UPENN', '*UCSB', '*UCD', '*UCR', '*NORTHEASTERN', '*UW MADISON']",['*UCSD'],"['*UCLA', '*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*PURDUE', '*NYU', '*UPENN', '*USC', '*UCSB', '*UW MADISON', '*UCI']"
M,ASIAN,IL,Low,-1,NONE,CS,1,-1,-1,6.5,6.5,['*HARVARD'],['*PRINCETON'],"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*CALTECH', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*TUFTS', '*UCHICAGO']"
F,ASIAN,OTHER,Low,-1,FIRST-GEN,BIO,96,-1,-1,1.5,6.5,['*UW MADISON'],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*MIT', '*SWARTHMORE', '*DARTMOUTH', '*UPENN']"
F,WHITE,CO,Low,PUBLIC,OTHER,CS,-1,1520,36,3.5,7.5,['*HARVARD'],"['*CORNELL', '*UMICH']","['*HARVARD', '*YALE', '*PRINCETON', '*MIT']"
M,BLACK,NY,Low,PUBLIC,LGBT,CS,-1,-1,31,8.5,7.5,"['*STANFORD', '*DUKE', '*PRINCETON', '*SWARTHMORE', '*POMONA', '*WILLIAMS', '*VANDERBILT', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*UCHICAGO']",[],"['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*MIT', '*JOHNS HOPKINS', '*UPENN']"
